Rk,Player,Season,Age,Tm,Lg,WS,VORP,BPM,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,Michael Jordan\jordami01,1987-88,24,CHI,NBA,21.2,11.8,12.2,82,82,40.4,13.0,24.4,13.0,23.7,0.1,0.6,8.8,10.5,1.7,3.8,5.5,5.9,3.2,1.6,3.1,3.3,35.0,.535,.546,.132,.537,.841,.603
2,Michael Jordan\jordami01,1995-96,32,CHI,NBA,20.4,8.3,8.6,82,82,37.7,11.2,22.6,9.8,19.4,1.4,3.2,6.7,8.0,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,.495,.506,.427,.525,.834,.582
3,LeBron James\jamesle01,2008-09,24,CLE,NBA,20.3,11.6,13.0,81,81,37.7,9.7,19.9,8.1,15.2,1.6,4.7,7.3,9.4,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4,.489,.535,.344,.530,.780,.591
4,Michael Jordan\jordami01,1990-91,27,CHI,NBA,20.3,9.8,10.8,82,82,37.0,12.1,22.4,11.7,21.3,0.4,1.1,7.0,8.2,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,.539,.551,.312,.547,.851,.605
5,David Robinson\robinda01,1993-94,28,SAS,NBA,20.0,10.6,10.9,80,80,40.5,10.5,20.7,10.4,20.4,0.1,0.4,8.7,11.6,3.0,7.7,10.7,4.8,1.7,3.3,3.2,2.9,29.8,.507,.510,.345,.510,.749,.577
6,Michael Jordan\jordami01,1988-89,25,CHI,NBA,19.8,12.0,12.6,81,81,40.2,11.9,22.2,11.6,21.0,0.3,1.2,8.3,9.8,1.8,6.2,8.0,8.0,2.9,0.8,3.6,3.0,32.5,.538,.553,.276,.546,.850,.614
7,LeBron James\jamesle01,2012-13,28,MIA,NBA,19.3,9.8,11.6,76,76,37.9,10.1,17.8,8.7,14.5,1.4,3.3,5.3,7.0,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,.565,.602,.406,.603,.753,.640
8,Kevin Durant\duranke01,2013-14,25,OKC,NBA,19.2,8.5,8.8,81,81,38.5,10.5,20.8,8.1,14.8,2.4,6.1,8.7,9.9,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,.503,.549,.391,.560,.873,.635
9,Michael Jordan\jordami01,1989-90,26,CHI,NBA,19.0,10.1,10.6,82,82,39.0,12.6,24.0,11.5,21.0,1.1,3.0,7.2,8.5,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,.526,.548,.376,.550,.848,.606
10,Kevin Durant\duranke01,2012-13,24,OKC,NBA,18.9,7.6,7.7,81,81,38.5,9.0,17.7,7.3,13.6,1.7,4.1,8.4,9.3,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,.510,.539,.416,.559,.905,.647
11,Shaquille O'Neal\onealsh01,1999-00,27,LAL,NBA,18.6,9.3,9.7,79,79,40.0,12.1,21.1,12.1,21.1,0.0,0.0,5.5,10.4,4.3,9.4,13.6,3.8,0.5,3.0,2.8,3.2,29.7,.574,.575,.000,.574,.524,.578
12,LeBron James\jamesle01,2009-10,25,CLE,NBA,18.5,10.9,12.5,76,76,39.0,10.1,20.1,8.4,15.0,1.7,5.1,7.8,10.2,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,.503,.560,.333,.545,.767,.604
13,Kevin Garnett\garneke01,2003-04,27,MIN,NBA,18.3,9.8,9.9,82,82,39.4,9.8,19.6,9.7,19.1,0.1,0.5,4.5,5.7,3.0,10.9,13.9,5.0,1.5,2.2,2.6,2.5,24.2,.499,.506,.256,.502,.791,.547
14,Michael Jordan\jordami01,1996-97,33,CHI,NBA,18.3,6.8,6.7,82,82,37.9,11.2,23.1,9.9,19.5,1.4,3.6,5.9,7.0,1.4,4.5,5.9,4.3,1.7,0.5,2.0,1.9,29.6,.486,.507,.374,.516,.833,.567
15,Chris Paul\paulch01,2008-09,23,NOH,NBA,18.3,10.0,11.2,78,78,38.5,8.1,16.1,7.3,13.8,0.8,2.3,5.8,6.7,0.9,4.7,5.5,11.0,2.8,0.1,3.0,2.7,22.8,.503,.525,.364,.528,.868,.599
16,David Robinson\robinda01,1995-96,30,SAS,NBA,18.3,8.5,9.2,82,82,36.8,8.7,16.8,8.6,16.7,0.0,0.1,7.6,10.0,3.9,8.3,12.2,3.0,1.4,3.3,2.3,3.2,25.0,.516,.517,.333,.517,.761,.589
17,Stephen Curry\curryst01,2015-16,27,GSW,NBA,17.9,9.8,12.5,79,79,34.2,10.2,20.2,5.1,9.0,5.1,11.2,4.6,5.1,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2.0,30.1,.504,.566,.454,.630,.908,.669
18,Tim Duncan\duncati01,2001-02,25,SAS,NBA,17.8,8.1,7.6,82,82,40.6,9.3,18.3,9.3,18.2,0.0,0.1,6.8,8.5,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,.508,.511,.100,.508,.799,.576
19,Chris Paul\paulch01,2007-08,22,NOH,NBA,17.8,8.5,9.2,80,80,37.6,7.9,16.1,6.7,13.0,1.2,3.1,4.2,4.9,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1,.488,.516,.369,.524,.851,.576
20,Michael Jordan\jordami01,1991-92,28,CHI,NBA,17.7,8.3,8.6,80,80,38.8,11.8,22.7,11.5,21.5,0.3,1.3,6.1,7.4,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,.519,.533,.270,.526,.832,.579
21,Dirk Nowitzki\nowitdi01,2005-06,27,DAL,NBA,17.7,6.0,5.7,81,81,38.1,9.3,19.3,7.9,16.0,1.4,3.3,6.7,7.4,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,.480,.496,.406,.515,.901,.589
22,David Robinson\robinda01,1994-95,29,SAS,NBA,17.5,8.1,8.4,81,81,38.0,9.7,18.4,9.7,18.1,0.1,0.2,8.1,10.5,2.9,7.9,10.8,2.9,1.7,3.2,2.9,2.8,27.6,.530,.533,.300,.532,.774,.602
23,Charles Barkley\barklch01,1989-90,26,PHI,NBA,17.3,9.2,9.8,79,79,39.1,8.9,14.9,8.7,13.7,0.3,1.2,7.1,9.4,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2,.600,.632,.217,.608,.749,.661
24,Michael Jordan\jordami01,1992-93,29,CHI,NBA,17.2,8.9,9.5,78,78,39.3,12.7,25.7,11.7,22.7,1.0,2.9,6.1,7.3,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,.495,.514,.352,.515,.837,.564
25,David Robinson\robinda01,1990-91,25,SAS,NBA,17.0,8.1,8.4,82,81,37.7,9.2,16.7,9.2,16.6,0.0,0.1,7.2,9.5,4.1,8.9,13.0,2.5,1.5,3.9,3.3,3.2,25.6,.552,.554,.143,.552,.762,.615
26,Michael Jordan\jordami01,1986-87,23,CHI,NBA,16.9,8.8,8.6,82,82,40.0,13.4,27.8,13.2,27.0,0.1,0.8,10.2,11.9,2.0,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,.482,.491,.182,.484,.857,.562
27,Shaquille O'Neal\onealsh01,1993-94,21,ORL,NBA,16.9,7.1,6.6,81,81,39.8,11.8,19.6,11.8,19.6,0.0,0.0,5.8,10.5,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3,.599,.600,.000,.599,.554,.605
28,Charles Barkley\barklch01,1987-88,24,PHI,NBA,16.7,8.7,9.0,80,80,39.6,9.4,16.0,8.9,14.1,0.6,2.0,8.9,11.9,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,.587,.630,.280,.604,.751,.665
29,Karl Malone\malonka01,1996-97,33,UTA,NBA,16.7,7.9,8.5,82,82,36.6,10.5,19.2,10.5,19.0,0.0,0.2,6.4,8.4,2.4,7.5,9.9,4.5,1.4,0.6,2.8,2.6,27.4,.550,.555,.000,.550,.755,.600
30,Tim Duncan\duncati01,2002-03,26,SAS,NBA,16.5,7.6,7.4,81,81,39.3,8.8,17.2,8.7,16.9,0.1,0.3,5.6,7.8,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,.513,.517,.273,.515,.710,.564
31,Magic Johnson\johnsma02,1989-90,30,LAL,NBA,16.5,8.5,9.5,79,79,37.2,6.9,14.4,5.6,10.9,1.3,3.5,7.2,8.1,1.6,5.0,6.6,11.5,1.7,0.4,3.7,2.1,22.3,.480,.510,.384,.526,.890,.622
32,James Harden\hardeja01,2014-15,25,HOU,NBA,16.4,7.8,8.4,81,81,36.8,8.0,18.1,5.4,11.3,2.6,6.9,8.8,10.2,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,.440,.480,.375,.511,.868,.605
33,Karl Malone\malonka01,1997-98,34,UTA,NBA,16.4,6.9,7.0,81,81,37.4,9.6,18.2,9.6,18.1,0.0,0.1,7.8,10.2,2.3,8.0,10.3,3.9,1.2,0.9,3.0,2.9,27.0,.530,.531,.333,.531,.761,.597
34,LeBron James\jamesle01,2005-06,21,CLE,NBA,16.3,9.5,9.3,79,79,42.5,11.1,23.1,9.5,18.3,1.6,4.8,7.6,10.3,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,.480,.518,.335,.515,.738,.568
35,Dirk Nowitzki\nowitdi01,2006-07,28,DAL,NBA,16.3,6.2,6.7,78,78,36.2,8.6,17.2,7.7,15.0,0.9,2.2,6.4,7.1,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,.502,.515,.416,.529,.904,.605
36,Charles Barkley\barklch01,1988-89,25,PHI,NBA,16.1,9.2,9.8,79,79,39.1,8.9,15.3,8.4,13.2,0.4,2.1,7.6,10.1,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8,.579,.636,.216,.594,.753,.653
37,Kevin Durant\duranke01,2009-10,21,OKC,NBA,16.1,5.8,5.1,82,82,39.5,9.7,20.3,8.1,16.1,1.6,4.3,9.2,10.2,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,.476,.506,.365,.514,.900,.607
38,Kevin Garnett\garneke01,2004-05,28,MIN,NBA,16.1,9.3,9.7,82,82,38.1,8.3,16.6,8.3,16.3,0.1,0.3,5.4,6.7,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,.502,.507,.240,.504,.811,.567
39,Magic Johnson\johnsma02,1988-89,29,LAL,NBA,16.1,8.2,9.3,77,77,37.5,7.5,14.8,6.8,12.3,0.8,2.4,6.7,7.3,1.4,6.4,7.9,12.8,1.8,0.3,4.1,2.2,22.5,.509,.548,.314,.535,.911,.625
40,Tracy McGrady\mcgratr01,2002-03,23,ORL,NBA,16.1,8.7,9.7,75,74,39.4,11.1,24.2,8.7,18.2,2.3,6.0,7.7,9.7,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,.457,.481,.386,.505,.793,.564
41,Dirk Nowitzki\nowitdi01,2002-03,24,DAL,NBA,16.1,6.1,5.7,80,80,39.0,8.6,18.6,6.8,13.7,1.9,4.9,6.0,6.9,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6,25.1,.463,.493,.379,.513,.881,.581
42,Chris Paul\paulch01,2014-15,29,LAC,NBA,16.1,6.9,7.5,82,82,34.8,6.9,14.3,5.2,10.0,1.7,4.3,3.5,3.9,0.6,4.0,4.6,10.2,1.9,0.2,2.3,2.5,19.1,.485,.523,.398,.545,.900,.596
43,LeBron James\jamesle01,2013-14,29,MIA,NBA,15.9,8.0,8.9,77,77,37.7,10.0,17.6,8.5,13.6,1.5,4.0,5.7,7.6,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,.567,.622,.379,.610,.750,.649
44,Magic Johnson\johnsma02,1986-87,27,LAL,NBA,15.9,7.4,8.1,80,80,36.3,8.5,16.4,8.4,15.9,0.1,0.5,6.7,7.9,1.5,4.8,6.3,12.2,1.7,0.5,3.8,2.1,23.9,.522,.532,.205,.525,.848,.602
45,Karl Malone\malonka01,1989-90,26,UTA,NBA,15.9,6.7,6.6,82,82,38.1,11.1,19.8,11.0,19.3,0.2,0.5,8.5,11.1,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31.0,.562,.567,.372,.567,.762,.626
46,Larry Bird\birdla01,1985-86,29,BOS,NBA,15.8,8.7,9.1,82,81,38.0,9.7,19.6,8.7,17.2,1.0,2.4,5.4,6.0,2.3,7.5,9.8,6.8,2.0,0.6,3.2,2.2,25.8,.496,.506,.423,.521,.896,.580
47,Michael Jordan\jordami01,1997-98,34,CHI,NBA,15.8,5.3,4.6,82,82,38.8,10.7,23.1,10.4,21.5,0.4,1.5,6.9,8.8,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,.465,.482,.238,.473,.784,.533
48,Hakeem Olajuwon\olajuha01,1992-93,30,HOU,NBA,15.8,8.5,8.4,82,82,39.5,10.3,19.5,10.3,19.5,0.0,0.1,5.4,7.0,3.5,9.6,13.0,3.5,1.8,4.2,3.2,3.7,26.1,.529,.532,.000,.529,.779,.577
49,Larry Bird\birdla01,1984-85,28,BOS,NBA,15.7,8.4,8.5,80,77,39.5,11.5,22.0,10.8,20.4,0.7,1.6,5.0,5.7,2.1,8.5,10.5,6.6,1.6,1.2,3.1,2.6,28.7,.522,.529,.427,.538,.882,.585
50,Stephen Curry\curryst01,2014-15,26,GSW,NBA,15.7,7.9,9.9,80,80,32.7,8.2,16.8,4.6,8.7,3.6,8.1,3.9,4.2,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,.487,.528,.443,.594,.914,.638
51,Kevin Garnett\garneke01,2002-03,26,MIN,NBA,15.6,9.0,8.7,82,82,40.5,9.1,18.1,8.8,17.2,0.2,0.9,4.6,6.1,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0,.502,.513,.282,.508,.751,.553
52,LeBron James\jamesle01,2010-11,26,MIA,NBA,15.6,8.2,8.6,79,79,38.8,9.6,18.8,8.4,15.3,1.2,3.5,6.4,8.4,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,.510,.552,.330,.541,.759,.594
53,Dirk Nowitzki\nowitdi01,2004-05,26,DAL,NBA,15.6,5.9,5.7,78,78,38.7,8.5,18.5,7.3,15.6,1.2,2.9,7.9,9.1,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,.459,.470,.399,.490,.869,.578
54,John Stockton\stockjo01,1988-89,26,UTA,NBA,15.6,5.5,4.8,82,82,38.7,6.1,11.3,5.9,10.5,0.2,0.8,4.8,5.5,1.0,2.0,3.0,13.6,3.2,0.2,3.8,2.9,17.1,.538,.561,.242,.547,.863,.624
55,Chauncey Billups\billuch01,2005-06,29,DET,NBA,15.5,4.9,4.7,81,81,36.1,5.2,12.5,3.0,7.2,2.3,5.2,5.7,6.4,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,.418,.407,.433,.509,.894,.602
56,Karl Malone\malonka01,1990-91,27,UTA,NBA,15.5,6.5,5.8,82,82,40.3,10.3,19.6,10.3,19.4,0.0,0.2,8.3,10.8,2.9,8.9,11.8,3.3,1.1,1.0,3.0,3.3,29.0,.527,.529,.286,.528,.770,.596
57,James Harden\hardeja01,2017-18,28,HOU,NBA,15.4,8.3,10.9,72,72,35.4,9.0,20.1,5.4,10.1,3.7,10.0,8.7,10.1,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,.449,.531,.367,.541,.858,.619
58,Magic Johnson\johnsma02,1990-91,31,LAL,NBA,15.4,7.6,8.3,79,79,37.1,5.9,12.4,4.9,9.2,1.0,3.2,6.6,7.3,1.3,5.6,7.0,12.5,1.3,0.2,4.0,1.9,19.4,.477,.532,.320,.518,.906,.623
59,Karl Malone\malonka01,1992-93,29,UTA,NBA,15.4,7.6,7.6,82,82,37.8,9.7,17.6,9.7,17.4,0.0,0.2,7.5,10.2,2.8,8.4,11.2,3.8,1.5,1.0,2.9,3.2,27.0,.552,.557,.200,.554,.740,.612
60,Moses Malone\malonmo01,1981-82,26,HOU,NBA,15.4,5.4,4.3,81,81,42.0,11.7,22.5,11.7,22.4,0.0,0.1,7.8,10.2,6.9,7.8,14.7,1.8,0.9,1.5,3.6,2.6,31.1,.519,.520,.000,.519,.762,.576
61,Kobe Bryant\bryanko01,2005-06,27,LAL,NBA,15.3,6.5,5.8,80,80,41.0,12.2,27.2,10.0,20.7,2.3,6.5,8.7,10.2,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,.450,.482,.347,.491,.850,.559
62,Karl Malone\malonka01,1999-00,36,UTA,NBA,15.3,6.6,6.9,82,82,35.9,9.2,18.0,9.1,17.9,0.0,0.1,7.2,9.0,2.1,7.4,9.5,3.7,1.0,0.9,2.8,2.8,25.5,.509,.511,.250,.510,.797,.582
63,Larry Bird\birdla01,1986-87,30,BOS,NBA,15.2,8.5,9.2,74,73,40.6,10.6,20.2,9.4,17.2,1.2,3.0,5.6,6.1,1.7,7.5,9.2,7.6,1.8,0.9,3.2,2.5,28.1,.525,.547,.400,.555,.910,.612
64,James Harden\hardeja01,2018-19,29,HOU,NBA,15.2,9.9,11.7,78,78,36.8,10.8,24.5,6.0,11.3,4.8,13.2,9.7,11.0,0.8,5.8,6.6,7.5,2.0,0.7,5.0,3.1,36.1,.442,.528,.368,.541,.879,.616
65,LeBron James\jamesle01,2007-08,23,CLE,NBA,15.2,10.1,11.2,75,74,40.4,10.6,21.9,9.1,17.1,1.5,4.8,7.3,10.3,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,.484,.531,.315,.518,.712,.568
66,Karl Malone\malonka01,1988-89,25,UTA,NBA,15.2,6.5,6.1,80,80,39.1,10.1,19.5,10.1,19.3,0.1,0.2,8.8,11.5,3.2,7.4,10.7,2.7,1.8,0.9,3.6,3.6,29.1,.519,.521,.313,.521,.766,.592
67,Karl Malone\malonka01,1991-92,28,UTA,NBA,15.1,5.6,5.3,81,81,37.7,9.9,18.7,9.8,18.5,0.0,0.2,8.3,10.7,2.8,8.4,11.2,3.0,1.3,0.6,3.1,2.8,28.0,.526,.530,.176,.527,.778,.599
68,Karl Malone\malonka01,1995-96,32,UTA,NBA,15.1,7.4,7.3,82,82,38.0,9.6,18.5,9.4,18.0,0.2,0.5,6.2,8.6,2.1,7.7,9.8,4.2,1.7,0.7,2.4,3.0,25.7,.519,.522,.400,.524,.723,.575
69,Moses Malone\malonmo01,1982-83,27,PHI,NBA,15.1,4.0,3.4,78,78,37.5,8.4,16.7,8.4,16.7,0.0,0.0,7.7,10.1,5.7,9.6,15.3,1.3,1.1,2.0,3.4,2.6,24.5,.501,.502,.000,.501,.761,.578
70,David Robinson\robinda01,1989-90,24,SAS,NBA,15.1,6.4,6.5,82,81,36.6,8.4,15.9,8.4,15.8,0.0,0.0,7.5,10.2,3.7,8.3,12.0,2.0,1.7,3.9,3.1,3.2,24.3,.531,.532,.000,.531,.732,.597
71,Larry Bird\birdla01,1987-88,31,BOS,NBA,15.0,8.1,8.8,76,75,39.0,11.6,22.0,10.3,18.9,1.3,3.1,5.5,6.0,1.4,7.8,9.3,6.1,1.6,0.8,2.8,2.1,29.9,.527,.546,.414,.556,.916,.608
72,James Harden\hardeja01,2016-17,27,HOU,NBA,15.0,9.0,10.1,81,81,36.4,8.3,18.9,5.1,9.6,3.2,9.3,9.2,10.9,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,.440,.530,.347,.525,.847,.613
73,Kobe Bryant\bryanko01,2002-03,24,LAL,NBA,14.9,7.1,6.4,82,82,41.5,10.6,23.5,9.1,19.5,1.5,4.0,7.3,8.7,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,.451,.465,.383,.483,.843,.550
74,Shaquille O'Neal\onealsh01,2000-01,28,LAL,NBA,14.9,6.8,7.3,74,74,39.5,11.0,19.2,11.0,19.2,0.0,0.0,6.7,13.1,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,.572,.573,.000,.572,.513,.574
75,Kareem Abdul-Jabbar\abdulka01,1979-80,32,LAL,NBA,14.8,6.8,6.7,82,,38.3,10.2,16.9,10.2,16.9,0.0,0.0,4.4,5.8,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8,.604,.604,.000,.604,.765,.639
76,Elton Brand\brandel01,2005-06,26,LAC,NBA,14.8,6.5,6.3,79,79,39.2,9.6,18.2,9.6,18.1,0.0,0.0,5.6,7.2,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,.527,.527,.333,.527,.775,.580
77,Kevin McHale\mchalke01,1986-87,29,BOS,NBA,14.8,5.6,5.2,77,77,39.7,10.3,17.0,10.3,16.9,0.0,0.1,5.6,6.6,3.2,6.7,9.9,2.6,0.5,2.2,2.6,3.1,26.1,.604,.606,.000,.604,.836,.655
78,Pau Gasol\gasolpa01,2010-11,30,LAL,NBA,14.7,5.6,5.3,82,82,37.0,7.2,13.7,7.2,13.6,0.0,0.0,4.3,5.2,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,.529,.530,.333,.530,.823,.589
79,Dwyane Wade\wadedw01,2008-09,27,MIA,NBA,14.7,9.7,10.7,79,79,38.6,10.8,22.0,9.7,18.5,1.1,3.5,7.5,9.8,1.1,3.9,5.0,7.5,2.2,1.3,3.4,2.3,30.2,.491,.524,.317,.516,.765,.574
80,Adrian Dantley\dantlad01,1983-84,27,UTA,NBA,14.6,4.8,4.4,79,79,37.8,10.2,18.2,10.1,18.2,0.0,0.1,10.3,12.0,2.3,3.4,5.7,3.9,0.8,0.1,3.3,2.5,30.6,.558,.559,.250,.558,.859,.652
81,Grant Hill\hillgr01,1996-97,24,DET,NBA,14.6,7.9,8.0,80,80,39.3,7.8,15.7,7.7,15.3,0.1,0.4,5.6,7.9,1.5,7.5,9.0,7.3,1.8,0.6,3.2,2.3,21.4,.496,.502,.303,.500,.711,.556
82,Shawn Marion\mariosh01,2005-06,27,PHO,NBA,14.6,5.9,5.3,81,81,40.3,8.8,16.9,7.7,13.3,1.2,3.6,3.0,3.7,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,.525,.577,.331,.560,.809,.591
83,Dirk Nowitzki\nowitdi01,2000-01,22,DAL,NBA,14.6,5.3,4.7,82,82,38.1,7.2,15.2,5.4,10.5,1.8,4.8,5.5,6.6,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8,.474,.513,.387,.534,.838,.601
84,Amar'e Stoudemire\stoudam01,2007-08,25,PHO,NBA,14.6,4.0,3.9,79,79,33.9,9.0,15.3,9.0,14.9,0.1,0.4,7.0,8.7,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,.590,.601,.161,.592,.805,.656
85,Amar'e Stoudemire\stoudam01,2004-05,22,PHO,NBA,14.6,3.9,3.4,80,80,36.1,9.3,16.7,9.3,16.5,0.0,0.2,7.3,9.9,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,.559,.564,.188,.560,.733,.617
86,Kevin Durant\duranke01,2015-16,27,OKC,NBA,14.5,6.4,7.9,72,72,35.8,9.7,19.2,7.1,12.5,2.6,6.7,6.2,6.9,0.6,7.6,8.2,5.0,1.0,1.2,3.5,1.9,28.2,.505,.569,.387,.573,.898,.634
87,LeBron James\jamesle01,2011-12,27,MIA,NBA,14.5,7.6,11.0,62,62,37.5,10.0,18.9,9.1,16.5,0.9,2.4,6.2,8.1,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,.531,.556,.362,.554,.771,.605
88,Giannis Antetokounmpo\antetgi01,2018-19,24,MIL,NBA,14.4,7.6,10.8,72,72,32.8,10.0,17.3,9.3,14.5,0.7,2.8,6.9,9.5,2.2,10.3,12.5,5.9,1.3,1.5,3.7,3.2,27.7,.578,.641,.256,.599,.729,.644
89,Charles Barkley\barklch01,1992-93,29,PHO,NBA,14.4,7.5,8.3,76,76,37.6,9.4,18.1,8.5,15.2,0.9,2.9,5.9,7.7,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6,.520,.561,.305,.545,.765,.596
90,Rudy Gobert\goberru01,2018-19,26,UTA,NBA,14.4,5.9,7.0,81,80,31.8,5.9,8.8,5.9,8.8,0.0,0.0,4.1,6.4,3.8,9.0,12.9,2.0,0.8,2.3,1.6,2.9,15.9,.669,.669,,.669,.636,.682
91,Anfernee Hardaway\hardaan01,1995-96,24,ORL,NBA,14.4,6.4,6.4,82,82,36.8,7.6,14.8,6.5,11.4,1.1,3.5,5.4,7.1,1.6,2.7,4.3,7.1,2.0,0.5,2.8,2.0,21.7,.513,.573,.314,.549,.767,.605
92,Dwight Howard\howardw01,2010-11,25,ORL,NBA,14.4,5.0,4.8,78,78,37.6,7.9,13.4,7.9,13.3,0.0,0.1,7.0,11.7,4.0,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,.593,.597,.000,.593,.596,.616
93,John Stockton\stockjo01,1989-90,27,UTA,NBA,14.4,4.5,4.2,78,78,37.4,6.1,11.8,5.4,10.3,0.6,1.4,4.5,5.5,0.7,1.9,2.6,14.5,2.7,0.2,3.5,3.0,17.2,.514,.528,.416,.540,.819,.607
94,Dwyane Wade\wadedw01,2005-06,24,MIA,NBA,14.4,7.0,7.5,75,75,38.6,9.3,18.8,9.1,17.8,0.2,1.0,8.4,10.7,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,.495,.513,.171,.499,.783,.577
95,Kareem Abdul-Jabbar\abdulka01,1980-81,33,LAL,NBA,14.3,5.4,5.3,80,,37.2,10.5,18.2,10.5,18.2,0.0,0.0,5.3,6.9,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,.574,.574,.000,.574,.766,.616
96,Rudy Gobert\goberru01,2016-17,24,UTA,NBA,14.3,5.4,5.8,81,81,33.9,5.1,7.7,5.1,7.7,0.0,0.0,3.8,5.9,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0,14.0,.661,.662,.000,.661,.653,.681
97,LeBron James\jamesle01,2004-05,20,CLE,NBA,14.3,8.8,8.3,80,80,42.4,9.9,21.1,8.6,17.2,1.4,3.9,6.0,8.0,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,.472,.499,.351,.504,.750,.554
98,Kevin Love\loveke01,2013-14,25,MIN,NBA,14.3,7.3,8.4,77,77,36.3,8.4,18.5,6.0,11.9,2.5,6.6,6.8,8.2,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,.457,.502,.376,.524,.821,.591
99,Hakeem Olajuwon\olajuha01,1993-94,31,HOU,NBA,14.3,7.4,7.0,80,80,41.0,11.2,21.2,11.1,20.9,0.1,0.2,4.9,6.8,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3,.528,.529,.421,.530,.716,.565
100,John Stockton\stockjo01,1987-88,25,UTA,NBA,14.1,4.3,3.9,82,79,34.7,5.5,9.6,5.2,8.8,0.3,0.8,3.3,4.0,0.7,2.2,2.9,13.8,3.0,0.2,3.2,3.0,14.7,.574,.594,.358,.589,.840,.645
101,Larry Bird\birdla01,1982-83,26,BOS,NBA,14.0,7.2,7.6,79,79,37.7,9.5,18.7,9.2,17.8,0.3,1.0,4.4,5.3,2.4,8.6,11.0,5.8,1.9,0.9,3.0,2.5,23.6,.504,.516,.286,.512,.840,.561
