Rk,Player,Season,Age,Tm,Lg,WS,VORP,BPM,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
30,Charles Oakley\oaklech01,1996-97,33,NYK,NBA,8.9,4.0,3.5,80,80,35.9,4.2,8.7,4.2,8.4,0.1,0.2,2.3,2.8,3.1,6.7,9.8,2.8,1.4,0.3,2.1,3.8,10.8,.488,.495,.263,.492,.808,.545
31,Joe Dumars\dumarjo01,1996-97,33,DET,NBA,8.8,2.3,1.2,79,79,37.0,4.9,11.1,2.8,6.2,2.1,4.9,2.8,3.2,0.5,1.9,2.4,4.0,0.7,0.0,1.6,1.2,14.7,.440,.446,.432,.535,.867,.586
32,Kendall Gill\gillke01,1996-97,28,NJN,NBA,8.8,4.1,3.0,82,81,39.0,7.9,17.7,7.0,15.0,0.9,2.7,5.2,6.5,2.2,3.9,6.1,4.0,1.9,0.6,2.7,2.7,21.8,.443,.462,.336,.469,.797,.530
33,Rod Strickland\stricro02,1996-97,30,WSB,NBA,8.8,2.9,1.9,82,81,36.5,6.3,13.5,6.1,12.5,0.2,0.9,4.5,6.1,1.2,2.9,4.1,8.9,1.7,0.2,3.3,2.0,17.2,.466,.488,.169,.472,.738,.533
34,Alonzo Mourning\mournal01,1996-97,26,MIA,NBA,8.4,2.7,2.7,66,65,35.2,7.2,13.4,7.2,13.3,0.0,0.1,5.5,8.6,2.9,7.1,9.9,1.6,0.8,2.9,3.4,4.1,19.8,.534,.539,.111,.535,.642,.578
35,Vin Baker\bakervi01,1996-97,25,MIL,NBA,8.3,3.7,2.6,78,78,40.5,8.1,16.0,7.9,15.3,0.2,0.7,4.6,6.7,3.4,6.9,10.3,2.7,1.0,1.4,3.1,3.5,21.0,.505,.515,.278,.511,.687,.553
36,Clyde Drexler\drexlcl01,1996-97,34,HOU,NBA,8.1,4.3,5.6,62,62,36.6,6.4,14.5,4.5,9.1,1.9,5.4,3.2,4.3,1.9,4.1,6.0,5.7,1.9,0.6,2.5,2.4,18.0,.442,.493,.355,.508,.750,.548
37,Anfernee Hardaway\hardaan01,1996-97,25,ORL,NBA,8.1,3.8,4.7,59,59,37.6,7.1,15.9,5.7,11.4,1.4,4.5,4.8,5.8,1.4,3.1,4.5,5.6,1.6,0.6,2.5,2.1,20.5,.447,.499,.318,.493,.820,.554
38,Latrell Sprewell\sprewla01,1996-97,26,GSW,NBA,8.1,3.9,2.6,80,79,41.9,8.1,18.1,6.3,12.9,1.8,5.2,6.2,7.3,0.7,3.9,4.6,6.3,1.7,0.6,4.0,1.9,24.2,.449,.488,.354,.500,.843,.570
39,Shaquille O'Neal\onealsh01,1996-97,24,LAL,NBA,8.0,4.0,6.3,51,51,38.1,10.8,19.4,10.8,19.4,0.0,0.1,4.5,9.4,3.8,8.7,12.5,3.1,0.9,2.9,2.9,3.5,26.2,.557,.559,.000,.557,.484,.556
40,Detlef Schrempf\schrede01,1996-97,34,SEA,NBA,8.0,2.7,2.8,61,60,35.9,5.8,11.9,4.9,9.2,0.9,2.6,4.1,5.2,1.4,5.0,6.5,4.4,1.0,0.3,2.5,2.5,16.8,.492,.531,.354,.531,.801,.592
41,Otis Thorpe\thorpot01,1996-97,34,DET,NBA,7.9,1.9,0.9,79,79,33.7,5.3,10.0,5.3,9.9,0.0,0.0,2.5,3.8,2.9,5.0,7.9,1.7,0.7,0.2,1.8,3.8,13.1,.532,.534,.000,.532,.653,.563
42,Horace Grant\grantho01,1996-97,31,ORL,NBA,7.7,3.4,3.4,67,67,37.3,5.3,10.4,5.3,10.3,0.0,0.1,1.9,2.7,3.1,5.9,9.0,2.4,1.5,1.0,1.5,2.3,12.6,.515,.518,.167,.516,.715,.546
43,Larry Johnson\johnsla02,1996-97,27,NYK,NBA,7.7,2.9,2.4,76,76,34.4,4.9,9.7,4.5,8.3,0.4,1.4,2.5,3.6,2.2,3.0,5.2,2.3,0.8,0.5,1.8,3.3,12.8,.512,.543,.324,.535,.693,.570
44,Damon Stoudamire\stoudda01,1996-97,23,TOR,NBA,7.6,2.8,1.3,81,81,40.9,7.0,17.4,4.8,11.2,2.2,6.1,4.1,5.0,1.1,3.0,4.1,8.8,1.5,0.2,3.6,2.0,20.2,.401,.426,.355,.463,.823,.516
45,P.J. Brown\brownpj01,1996-97,27,MIA,NBA,7.5,2.2,1.4,80,71,32.4,3.8,8.2,3.8,8.2,0.0,0.0,2.0,2.8,3.0,5.4,8.4,1.2,1.1,1.2,1.4,3.5,9.5,.457,.459,.000,.457,.732,.505
46,Steve Kerr\kerrst01,1996-97,31,CHI,NBA,7.5,2.1,2.5,82,0,22.7,3.0,5.7,1.7,2.8,1.3,2.9,0.7,0.8,0.4,1.2,1.6,2.1,0.8,0.0,0.5,1.2,8.1,.533,.604,.464,.651,.806,.667
47,Arvydas Sabonis\sabonar01,1996-97,32,POR,NBA,7.5,2.9,4.5,69,68,25.5,4.8,9.5,4.0,7.6,0.7,1.9,3.2,4.2,1.7,6.3,7.9,2.1,0.9,1.2,2.2,2.9,13.4,.498,.530,.371,.536,.777,.592
48,Bryon Russell\russebr01,1996-97,26,UTA,NBA,7.4,3.8,3.9,81,81,31.2,3.7,7.7,2.3,4.4,1.3,3.3,2.1,3.0,1.0,3.1,4.1,1.5,1.6,0.3,1.2,2.9,10.8,.479,.531,.409,.566,.701,.600
49,Vlade Divac\divacvl01,1996-97,28,CHH,NBA,7.3,4.8,4.7,81,80,35.1,5.2,10.5,5.0,9.9,0.1,0.6,2.2,3.2,3.0,6.0,9.0,3.7,1.3,2.2,2.4,3.4,12.6,.494,.509,.234,.500,.683,.533
50,Kevin Garnett\garneke01,1996-97,20,MIN,NBA,7.3,3.7,2.9,77,77,38.9,7.1,14.3,7.1,14.0,0.1,0.3,2.7,3.5,2.5,5.6,8.0,3.1,1.4,2.1,2.3,2.6,17.0,.499,.503,.286,.502,.754,.537
51,Chris Mullin\mullich01,1996-97,33,GSW,NBA,7.1,3.3,2.9,79,63,34.6,5.5,10.0,4.5,7.5,1.1,2.6,2.3,2.7,0.9,3.1,4.0,4.1,1.6,0.4,2.4,2.0,14.5,.553,.602,.411,.605,.864,.645
52,Sam Perkins\perkisa01,1996-97,35,SEA,NBA,7.1,1.9,1.8,81,4,24.4,3.6,8.2,2.1,4.3,1.5,3.8,2.3,2.8,0.9,2.8,3.7,1.3,0.9,0.6,1.0,1.7,11.0,.439,.477,.395,.531,.817,.584
53,Elden Campbell\campbel01,1996-97,28,LAL,NBA,7.0,1.3,0.0,77,77,32.7,5.7,12.2,5.7,12.2,0.0,0.1,3.4,4.8,2.7,5.3,8.0,1.6,0.6,1.5,1.7,3.6,14.9,.469,.470,.250,.470,.711,.520
54,Doug Christie\chrisdo01,1996-97,26,TOR,NBA,7.0,3.7,2.6,81,81,38.6,4.9,11.7,3.1,7.0,1.8,4.7,2.9,3.8,1.0,4.3,5.3,3.9,2.5,0.6,2.5,3.0,14.5,.417,.440,.384,.495,.775,.543
55,Juwan Howard\howarju01,1996-97,23,WSB,NBA,7.0,2.1,0.5,82,82,40.5,7.8,16.0,7.8,16.0,0.0,0.0,3.6,4.7,2.5,5.5,8.0,3.8,1.1,0.3,3.0,3.2,19.1,.486,.487,.000,.486,.756,.529
56,Kerry Kittles\kittlke01,1996-97,22,NJN,NBA,6.9,3.1,2.0,82,57,36.7,6.2,14.5,4.3,9.4,1.9,5.1,2.1,2.8,1.3,2.6,3.9,3.0,1.9,0.4,1.5,2.0,16.4,.426,.453,.377,.493,.771,.523
57,Toni Kukoč\kukocto01,1996-97,28,CHI,NBA,6.9,2.7,4.5,57,15,28.2,5.0,10.6,4.1,8.0,0.9,2.6,2.4,3.1,1.6,2.9,4.6,4.5,1.1,0.5,1.6,1.7,13.2,.471,.518,.331,.512,.770,.553
58,Voshon Lenard\lenarvo01,1996-97,23,MIA,NBA,6.8,2.5,2.6,73,47,28.9,4.3,9.4,1.8,3.3,2.5,6.1,1.2,1.4,0.5,2.5,3.0,2.2,0.7,0.2,1.5,2.3,12.3,.459,.541,.414,.593,.819,.614
59,Dale Davis\davisda01,1996-97,27,IND,NBA,6.7,2.1,1.2,80,76,32.4,4.6,8.6,4.6,8.6,0.0,0.0,1.2,2.7,3.8,5.9,9.7,0.7,0.8,1.0,1.4,2.9,10.4,.538,.538,,.538,.428,.532
60,Tom Gugliotta\guglito01,1996-97,27,MIN,NBA,6.7,3.2,2.0,81,81,38.7,7.3,16.5,7.0,15.4,0.3,1.1,5.7,7.0,2.3,6.4,8.7,4.1,1.6,1.1,3.6,2.9,20.6,.442,.456,.258,.451,.820,.526
61,Clifford Robinson\robincl02,1996-97,30,POR,NBA,6.6,2.7,1.4,81,79,38.0,5.5,12.9,4.0,8.6,1.5,4.3,2.7,3.8,1.1,2.9,4.0,3.2,1.2,0.8,2.1,3.1,15.1,.426,.466,.346,.484,.696,.519
62,Lindsey Hunter\hunteli01,1996-97,26,DET,NBA,6.4,2.4,1.1,82,76,36.9,5.1,12.7,3.1,7.0,2.0,5.7,1.9,2.5,0.7,2.1,2.8,1.9,1.6,0.3,1.2,2.5,14.2,.404,.444,.355,.484,.778,.515
63,Rasheed Wallace\wallara01,1996-97,22,POR,NBA,6.4,1.5,1.0,62,56,30.5,6.1,11.0,6.0,10.5,0.1,0.5,2.7,4.3,2.0,4.8,6.8,1.2,0.8,1.0,1.8,3.2,15.1,.558,.573,.273,.565,.638,.588
64,Dean Garrett\garrede01,1996-97,30,MIN,NBA,6.2,1.1,0.7,68,47,24.5,3.3,5.7,3.3,5.7,0.0,0.0,1.4,2.0,2.2,5.1,7.3,0.6,0.6,1.4,0.5,2.3,8.0,.573,.573,,.573,.696,.603
65,Terry Mills\millste01,1996-97,29,DET,NBA,6.2,1.7,1.4,79,5,25.3,3.9,8.9,1.7,3.6,2.2,5.3,0.7,0.9,0.9,3.9,4.8,1.3,0.4,0.3,1.1,2.0,10.8,.444,.477,.422,.569,.829,.585
66,Bo Outlaw\outlabo01,1996-97,25,LAC,NBA,6.1,3.6,4.6,82,25,26.8,3.1,5.1,3.1,5.0,0.0,0.1,1.4,2.8,2.1,3.4,5.5,1.9,1.1,1.7,1.3,2.8,7.6,.609,.621,.000,.609,.504,.602
67,David Wesley\wesleda01,1996-97,26,BOS,NBA,6.1,2.2,0.9,74,73,40.4,6.2,13.2,4.8,9.3,1.4,3.9,3.0,3.9,0.9,2.7,3.6,7.3,2.2,0.2,2.9,3.0,16.8,.468,.513,.360,.521,.781,.563
68,Dennis Rodman\rodmade01,1996-97,35,CHI,NBA,6.0,2.6,3.2,55,54,35.4,2.3,5.2,2.2,4.9,0.1,0.3,0.9,1.6,5.8,10.2,16.1,3.1,0.6,0.3,2.0,3.1,5.7,.448,.461,.263,.456,.568,.479
69,Greg Ostertag\ostergr01,1996-97,23,UTA,NBA,5.9,1.2,0.7,77,70,23.6,2.7,5.3,2.7,5.2,0.0,0.1,1.8,2.7,2.3,5.0,7.3,0.4,0.3,2.0,1.0,3.0,7.3,.515,.520,.000,.515,.678,.561
70,John Starks\starkjo01,1996-97,31,NYK,NBA,5.8,2.0,1.8,77,1,26.5,4.8,11.1,2.8,5.8,1.9,5.3,2.2,2.9,0.5,2.2,2.7,2.8,1.2,0.1,2.1,2.5,13.8,.431,.488,.369,.519,.769,.555
71,Ron Harper\harpero01,1996-97,33,CHI,NBA,5.7,2.1,2.7,76,74,22.9,2.3,5.3,1.4,2.9,0.9,2.5,0.8,1.1,0.6,1.9,2.5,2.5,1.1,0.5,0.7,1.8,6.3,.436,.500,.362,.520,.707,.543
72,Michael Smith\smithmi02,1996-97,24,SAC,NBA,5.4,2.5,1.9,81,52,31.2,2.5,4.6,2.5,4.6,0.0,0.0,1.6,3.2,3.2,6.3,9.5,2.4,1.0,0.7,1.6,3.1,6.6,.539,.539,,.539,.496,.545
73,Walt Williams\williwa02,1996-97,26,TOR,NBA,5.4,2.1,1.2,73,73,36.3,5.7,13.5,3.3,7.5,2.4,6.0,2.5,3.3,1.4,3.6,5.0,2.7,1.3,0.8,2.4,3.9,16.4,.427,.448,.400,.516,.765,.551
74,Hot Rod Williams\williho01,1996-97,34,PHO,NBA,5.3,2.2,2.1,68,66,31.4,3.0,6.1,3.0,6.1,0.0,0.0,2.0,2.9,2.6,5.6,8.3,1.5,1.0,1.3,1.0,2.6,8.0,.490,.493,.000,.490,.672,.538
75,Rick Fox\foxri01,1996-97,27,BOS,NBA,5.2,2.8,2.3,76,75,34.9,5.7,12.5,4.4,8.8,1.3,3.7,2.7,3.5,1.5,3.7,5.2,3.8,2.2,0.5,2.3,3.7,15.4,.456,.494,.363,.509,.787,.551
76,Ervin Johnson\johnser02,1996-97,29,DEN,NBA,5.2,1.8,0.8,82,82,31.7,3.0,5.7,3.0,5.7,0.0,0.0,1.2,1.9,2.8,8.3,11.1,0.9,0.8,2.8,1.4,3.5,7.1,.520,.523,.000,.520,.615,.543
77,Danny Manning\mannida01,1996-97,30,PHO,NBA,5.2,2.2,2.0,77,17,27.7,5.5,10.3,5.4,9.9,0.1,0.5,2.4,3.3,1.8,4.3,6.1,2.2,1.1,1.0,2.1,3.5,13.5,.536,.552,.194,.540,.721,.574
78,Wesley Person\persowe01,1996-97,25,PHO,NBA,5.2,1.9,1.2,80,42,29.1,5.1,11.3,3.0,6.1,2.1,5.2,1.1,1.4,0.9,2.8,3.7,1.5,1.1,0.3,1.0,1.3,13.5,.453,.487,.413,.548,.798,.567
79,Bob Sura\surabo01,1996-97,23,CLE,NBA,5.2,1.8,1.1,82,23,27.7,3.1,7.2,2.4,5.2,0.6,2.0,2.4,3.9,0.9,2.8,3.8,4.8,1.1,0.4,2.2,2.7,9.2,.431,.473,.323,.476,.614,.519
80,Tyrone Corbin\corbity01,1996-97,34,ATL,NBA,5.0,1.4,0.5,70,65,32.9,3.6,8.6,2.6,5.6,1.1,3.0,1.2,1.5,1.1,3.1,4.2,1.8,1.3,0.1,1.2,2.5,9.5,.422,.457,.356,.483,.796,.514
81,Bobby Phills\phillbo01,1996-97,27,CLE,NBA,5.0,1.9,1.2,69,65,34.4,4.8,11.1,3.5,8.0,1.2,3.1,1.8,2.5,0.9,2.6,3.6,3.4,1.6,0.3,2.0,2.5,12.6,.428,.442,.394,.484,.718,.514
82,Ray Allen\allenra02,1996-97,21,MIL,NBA,4.9,1.5,0.3,82,81,30.9,4.8,11.1,3.3,7.4,1.4,3.6,2.5,3.0,1.2,2.8,4.0,2.6,0.9,0.1,1.8,2.7,13.4,.430,.448,.393,.494,.823,.541
83,Buck Williams\willibu01,1996-97,36,NYK,NBA,4.8,1.1,1.0,74,4,20.2,2.4,4.4,2.4,4.4,0.0,0.0,1.6,2.4,2.2,3.1,5.4,0.7,0.5,0.5,1.1,2.8,6.3,.537,.538,.000,.537,.642,.574
84,Glenn Robinson\robingl01,1996-97,24,MIL,NBA,4.7,1.8,0.3,80,79,38.9,8.4,18.0,7.6,15.7,0.8,2.3,3.6,4.6,1.6,4.7,6.3,3.1,1.3,0.9,3.4,2.8,21.1,.465,.482,.350,.487,.791,.528
85,Jim Jackson\jacksji01,1996-97,26,TOT,NBA,4.4,1.8,0.5,77,77,36.8,5.8,13.4,4.6,10.2,1.1,3.2,3.3,4.0,1.7,3.6,5.3,4.1,1.1,0.4,2.7,2.5,15.9,.431,.458,.348,.473,.813,.526
86,Jason Kidd\kiddja01,1996-97,23,TOT,NBA,4.4,2.0,2.1,55,45,35.7,3.9,9.6,2.8,6.6,1.1,3.0,2.0,3.0,1.2,3.4,4.5,9.0,2.3,0.4,2.6,2.1,10.9,.403,.418,.370,.460,.679,.498
87,Keith Askins\askinke01,1996-97,29,MIA,NBA,4.3,1.4,1.1,78,30,22.7,1.8,4.1,0.9,1.9,0.9,2.2,0.5,0.7,1.1,2.4,3.5,1.0,0.7,0.2,0.8,2.5,4.9,.433,.469,.401,.541,.672,.557
88,Nick Anderson\anderni01,1996-97,29,ORL,NBA,4.2,2.5,2.6,63,61,34.3,4.6,11.5,2.3,5.1,2.3,6.4,0.6,1.5,1.0,3.8,4.8,2.9,1.9,0.5,1.4,2.5,12.0,.397,.453,.353,.496,.404,.494
89,Travis Best\besttr01,1996-97,24,IND,NBA,4.1,1.3,0.4,76,46,27.2,3.6,8.2,2.9,6.1,0.8,2.0,2.0,2.6,0.5,1.7,2.2,4.2,1.3,0.1,2.0,2.9,9.9,.442,.467,.368,.488,.756,.533
90,Allen Iverson\iversal01,1996-97,21,PHI,NBA,4.1,2.7,1.5,76,74,40.1,8.2,19.8,6.2,13.8,2.0,6.0,5.0,7.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,3.1,23.5,.416,.448,.341,.467,.702,.513
91,Carlos Rogers\rogerca01,1996-97,25,TOR,NBA,4.0,0.7,0.1,56,3,24.9,3.8,7.2,3.3,6.0,0.4,1.2,1.8,3.0,2.1,3.3,5.4,0.7,0.8,1.2,0.9,2.5,9.8,.525,.553,.379,.556,.600,.575
92,Sam Cassell\cassesa01,1996-97,27,TOT,NBA,3.9,1.4,1.2,61,44,28.1,5.5,12.8,4.2,9.0,1.3,3.8,3.5,4.1,0.8,2.2,3.0,5.0,1.3,0.3,2.8,3.3,15.9,.430,.464,.351,.482,.845,.541
93,Jerome Kersey\kerseje01,1996-97,34,LAL,NBA,3.8,1.5,1.4,70,44,25.2,2.8,6.4,2.5,5.5,0.2,0.9,1.0,1.7,1.6,3.6,5.2,1.3,1.7,0.7,1.1,3.1,6.8,.432,.461,.262,.451,.602,.475
94,Dennis Scott\scottde01,1996-97,28,ORL,NBA,3.8,1.1,0.0,66,62,32.8,4.5,11.3,2.3,5.7,2.2,5.7,1.2,1.5,0.6,2.5,3.1,2.1,1.1,0.3,1.2,2.1,12.5,.398,.402,.394,.496,.792,.519
95,LaPhonso Ellis\ellisla01,1996-97,26,DEN,NBA,3.6,1.1,0.2,55,49,36.4,8.1,18.4,6.4,13.7,1.7,4.7,4.0,5.1,1.9,5.1,7.0,2.4,0.8,0.7,2.1,3.3,21.9,.439,.464,.367,.486,.773,.529
96,Jamal Mashburn\mashbja01,1996-97,24,TOT,NBA,3.6,1.2,0.1,69,51,31.4,4.1,10.8,2.8,6.8,1.3,4.0,2.3,3.3,1.0,3.3,4.3,3.0,1.1,0.2,1.7,2.7,11.9,.385,.421,.325,.445,.702,.487
97,Charlie Ward\wardch01,1996-97,26,NYK,NBA,3.6,0.9,0.1,79,21,22.3,1.7,4.3,1.1,2.3,0.6,1.9,1.2,1.6,0.6,2.2,2.8,4.1,1.1,0.2,1.9,2.4,5.2,.395,.464,.312,.466,.760,.522
98,Dan Majerle\majerda01,1996-97,31,MIA,NBA,3.5,1.7,3.5,36,26,35.1,3.9,9.6,2.0,4.1,1.9,5.6,1.1,1.6,1.3,3.3,4.5,3.2,1.5,0.4,1.4,2.1,10.8,.406,.500,.338,.504,.678,.523
99,Aaron McKie\mckieaa01,1996-97,24,TOT,NBA,3.5,0.9,0.3,83,11,19.6,1.8,4.4,1.3,3.2,0.5,1.2,1.1,1.3,0.5,2.2,2.7,1.9,0.9,0.3,1.1,1.6,5.2,.411,.416,.398,.467,.836,.524
100,Derrick Coleman\colemde01,1996-97,29,PHI,NBA,3.3,1.1,0.1,57,54,36.9,6.4,14.7,5.8,12.6,0.6,2.1,4.8,6.4,2.8,7.3,10.1,3.4,0.9,1.3,3.2,2.9,18.1,.435,.463,.269,.455,.745,.518
