Rk,Player,Season,Age,Tm,Lg,WS,VORP,BPM,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
19,Pascal Siakam\siakapa01,2019-20,25,TOR,NBA,2.1,0.8,2.5,18,18,36.9,9.4,20.4,7.0,14.1,2.4,6.3,3.9,4.9,1.7,6.9,8.6,3.9,0.8,0.8,2.8,3.1,25.1,.460,.498,.377,.519,.807,.557
20,Malcolm Brogdon\brogdma01,2019-20,27,IND,NBA,2.0,0.7,3.9,16,16,31.8,7.1,14.9,5.8,10.7,1.4,4.3,3.8,3.9,0.6,4.3,4.9,7.9,0.9,0.3,3.0,2.1,19.4,.477,.538,.324,.523,.968,.582
21,Wendell Carter\cartewe01,2019-20,20,CHI,NBA,2.0,0.3,0.2,20,20,29.0,5.0,8.7,4.9,8.1,0.1,0.7,2.7,4.0,3.8,6.0,9.7,0.9,0.7,0.8,1.3,4.1,12.7,.569,.602,.154,.575,.684,.608
22,George Hill\hillge01,2019-20,33,MIL,NBA,2.0,0.6,3.8,18,0,22.1,3.4,6.4,1.8,3.2,1.6,3.2,1.3,1.7,1.0,1.9,2.9,3.2,0.7,0.1,0.6,1.8,9.7,.530,.552,.509,.657,.800,.683
23,Chris Paul\paulch01,2019-20,34,OKC,NBA,2.0,0.7,3.4,18,18,30.4,4.9,10.9,3.2,6.5,1.7,4.4,4.2,4.8,0.3,3.9,4.2,5.6,1.8,0.0,2.0,2.4,15.7,.447,.496,.375,.523,.884,.600
24,Kemba Walker\walkeke02,2019-20,29,BOS,NBA,2.0,0.8,4.0,17,17,32.2,7.0,17.2,3.6,8.5,3.4,8.8,4.5,4.9,1.2,3.5,4.7,4.7,0.9,0.5,2.1,1.8,21.9,.406,.424,.389,.505,.917,.565
25,Eric Bledsoe\bledser01,2019-20,30,MIL,NBA,1.9,0.5,1.7,20,20,27.5,6.0,12.8,4.8,8.9,1.2,3.9,2.7,3.4,1.0,4.1,5.0,5.7,0.8,0.4,2.3,2.6,15.8,.465,.534,.308,.512,.779,.551
26,Bojan Bogdanović\bogdabo02,2019-20,30,UTA,NBA,1.9,0.6,2.2,18,18,33.3,7.6,15.6,4.3,8.6,3.3,7.0,3.6,4.1,0.7,3.7,4.4,2.2,0.8,0.2,2.7,2.0,22.1,.488,.503,.468,.593,.878,.635
27,Clint Capela\capelca01,2019-20,25,HOU,NBA,1.9,0.3,0.8,15,15,31.9,6.7,10.5,6.7,10.5,0.0,0.0,1.3,2.9,3.7,10.9,14.7,1.0,0.9,2.0,1.5,2.9,14.6,.637,.637,,.637,.442,.622
28,Danilo Gallinari\gallida01,2019-20,31,OKC,NBA,1.9,0.5,1.6,18,18,29.8,5.4,12.3,2.7,5.7,2.7,6.6,4.7,5.1,0.5,4.7,5.2,2.1,0.7,0.1,1.4,1.6,18.2,.437,.466,.412,.547,.924,.625
29,Tobias Harris\harrito02,2019-20,27,PHI,NBA,1.9,0.5,1.1,20,20,34.2,7.2,14.5,5.9,10.4,1.3,4.2,2.5,3.3,0.7,6.4,7.1,3.2,1.1,0.8,2.1,3.0,18.1,.493,.570,.301,.536,.769,.567
30,Richaun Holmes\holmeri01,2019-20,26,SAC,NBA,1.9,0.6,2.9,18,14,27.4,4.7,7.3,4.7,7.3,0.0,0.0,1.6,2.1,2.4,5.8,8.2,0.9,0.8,1.5,1.1,4.1,11.1,.649,.649,,.649,.763,.674
31,Hassan Whiteside\whiteha01,2019-20,30,POR,NBA,1.9,0.4,1.1,17,17,27.6,6.0,10.3,6.0,10.3,0.0,0.0,2.8,3.6,3.6,8.8,12.4,0.9,0.4,2.2,2.0,2.9,14.8,.583,.583,,.583,.758,.620
32,Lou Williams\willilo02,2019-20,33,LAC,NBA,1.9,0.4,0.4,20,3,32.0,7.0,16.4,5.1,11.4,1.9,5.1,6.0,7.1,0.6,2.9,3.5,6.2,0.6,0.2,3.2,1.6,21.7,.424,.449,.366,.480,.844,.556
33,LaMarcus Aldridge\aldrila01,2019-20,34,SAS,NBA,1.8,0.6,1.4,20,20,32.8,7.7,14.8,7.1,13.3,0.6,1.6,3.0,3.6,2.1,4.7,6.7,2.5,0.7,1.8,1.7,2.2,18.9,.517,.536,.355,.535,.833,.575
34,Harrison Barnes\barneha02,2019-20,27,SAC,NBA,1.8,0.5,1.3,18,18,35.1,5.7,11.4,4.2,7.4,1.6,4.0,3.7,4.7,1.1,3.9,5.0,2.1,1.0,0.2,1.4,1.3,16.7,.500,.560,.389,.568,.798,.619
35,Andre Drummond\drumman01,2019-20,26,DET,NBA,1.8,0.8,3.1,19,19,34.5,7.4,13.5,7.4,13.0,0.0,0.5,2.7,4.3,4.6,12.5,17.1,3.2,1.5,1.7,3.9,4.2,17.5,.545,.567,.000,.545,.642,.567
36,P.J. Tucker\tuckepj01,2019-20,34,HOU,NBA,1.8,0.8,2.8,19,19,34.7,3.5,6.6,1.6,2.5,1.9,4.1,0.8,0.9,1.5,4.6,6.1,1.4,1.4,0.5,0.9,3.2,9.7,.536,.660,.462,.680,.833,.696
37,Ivica Zubac\zubaciv01,2019-20,22,LAC,NBA,1.8,0.5,4.6,20,18,16.2,3.4,5.5,3.4,5.5,0.0,0.1,1.9,2.3,2.4,4.3,6.7,0.9,0.2,1.1,0.8,2.5,8.6,.609,.615,.000,.609,.804,.656
38,Bradley Beal\bealbr01,2019-20,26,WAS,NBA,1.7,0.7,2.2,17,17,36.6,10.0,21.2,7.1,12.9,2.9,8.2,5.4,6.5,0.9,3.4,4.3,7.1,1.0,0.2,3.2,2.6,28.3,.472,.550,.350,.540,.829,.588
39,Devin Booker\bookede01,2019-20,23,PHO,NBA,1.7,0.5,1.1,18,18,35.4,8.8,17.2,6.6,12.1,2.2,5.2,4.8,5.0,0.5,3.2,3.7,6.3,0.6,0.3,4.1,3.2,24.5,.510,.548,.419,.573,.956,.631
40,Spencer Dinwiddie\dinwisp01,2019-20,26,BRK,NBA,1.7,0.3,0.4,19,8,28.8,6.4,15.4,4.5,9.4,1.9,6.0,5.5,6.3,0.2,2.4,2.6,5.9,0.8,0.6,2.4,3.5,20.2,.418,.483,.316,.479,.867,.557
41,Dwight Howard\howardw01,2019-20,34,LAL,NBA,1.7,0.5,3.3,19,0,20.3,2.7,3.6,2.7,3.6,0.0,0.0,1.4,2.5,2.2,4.9,7.1,0.8,0.4,1.5,1.2,4.1,6.9,.754,.754,,.754,.574,.730
42,Nikola Jokić\jokicni01,2019-20,24,DEN,NBA,1.7,1.0,5.5,17,17,31.0,6.4,13.9,5.4,9.8,0.9,4.1,1.9,2.5,2.2,8.2,10.4,6.0,1.1,0.5,2.6,3.3,15.6,.458,.551,.232,.492,.767,.520
43,Ben Simmons\simmobe01,2019-20,23,PHI,NBA,1.7,0.8,2.9,18,18,34.3,5.3,10.2,5.3,10.1,0.1,0.2,2.2,3.6,1.5,5.4,6.9,8.4,2.3,0.6,3.8,3.3,12.9,.522,.525,.333,.524,.615,.548
44,Marcus Smart\smartma01,2019-20,25,BOS,NBA,1.7,0.7,2.4,18,13,32.6,4.3,11.2,2.1,4.4,2.3,6.8,1.6,1.8,0.9,2.6,3.4,4.9,1.4,0.5,1.1,2.3,12.6,.388,.468,.336,.490,.879,.524
45,Trae Young\youngtr01,2019-20,21,ATL,NBA,1.7,1.1,4.4,19,19,34.5,9.3,20.4,5.8,11.6,3.4,8.8,6.5,7.6,0.5,3.7,4.2,8.4,1.4,0.1,4.9,1.2,28.4,.454,.505,.387,.537,.854,.598
46,OG Anunoby\anunoog01,2019-20,22,TOR,NBA,1.6,0.7,3.7,17,17,30.1,4.5,8.5,2.6,4.6,1.8,3.8,0.5,1.1,1.0,4.6,5.6,1.6,1.1,0.9,1.2,2.4,11.3,.528,.570,.477,.635,.500,.632
47,Will Barton\bartowi01,2019-20,29,DEN,NBA,1.6,0.6,3.3,15,15,32.8,5.8,12.7,3.9,8.2,1.9,4.5,1.9,2.5,1.9,5.4,7.3,3.5,1.0,0.5,1.5,2.1,15.4,.455,.472,.426,.531,.737,.556
48,Evan Fournier\fournev01,2019-20,27,ORL,NBA,1.6,0.5,1.5,18,18,30.5,6.3,13.5,3.9,7.7,2.4,5.8,3.5,4.1,0.1,2.9,3.0,3.4,1.1,0.2,2.1,2.1,18.4,.465,.507,.410,.553,.851,.602
49,Kyrie Irving\irvinky01,2019-20,27,BRK,NBA,1.6,0.8,6.4,11,11,33.8,10.2,22.9,7.4,14.6,2.8,8.3,5.4,5.7,0.9,4.5,5.4,7.2,1.1,0.5,2.4,2.9,28.5,.444,.503,.341,.506,.937,.561
50,Jaylen Brown\brownja02,2019-20,23,BOS,NBA,1.5,0.4,0.9,15,15,33.3,7.1,14.6,5.4,9.9,1.7,4.7,2.9,3.9,1.1,6.1,7.3,2.1,1.3,0.3,1.7,3.1,18.7,.484,.544,.357,.541,.729,.572
51,Thomas Bryant\bryanth01,2019-20,22,WAS,NBA,1.5,0.5,2.4,17,17,28.2,5.8,10.2,5.2,8.2,0.6,2.0,2.1,2.8,2.2,6.3,8.5,2.6,0.5,1.1,1.4,2.4,14.2,.566,.633,.294,.595,.766,.625
52,Jonathan Isaac\isaacjo01,2019-20,22,ORL,NBA,1.5,0.8,4.7,16,16,30.4,5.0,10.8,3.7,6.9,1.3,3.9,1.7,2.1,1.9,5.4,7.3,1.5,1.4,2.7,1.4,2.4,13.0,.465,.536,.339,.526,.818,.558
53,DeAndre Jordan\jordade01,2019-20,31,BRK,NBA,1.5,0.5,3.6,16,3,21.4,3.1,4.7,3.1,4.7,0.0,0.0,1.3,2.1,2.3,7.0,9.3,2.0,0.4,1.1,1.0,2.1,7.6,.667,.667,,.667,.636,.676
54,Kawhi Leonard\leonaka01,2019-20,28,LAC,NBA,1.5,0.9,6.0,14,14,31.8,9.1,20.9,7.5,15.6,1.6,5.2,5.6,6.7,1.1,6.9,7.9,5.5,2.0,0.9,3.6,2.2,25.4,.435,.479,.301,.473,.840,.532
55,Brook Lopez\lopezbr01,2019-20,31,MIL,NBA,1.5,0.6,3.0,19,19,27.0,3.6,8.8,2.2,3.7,1.5,5.1,1.9,2.1,0.6,4.4,4.9,1.6,0.7,2.4,1.1,2.3,10.7,.411,.577,.289,.494,.925,.547
56,JaVale McGee\mcgeeja01,2019-20,32,LAL,NBA,1.5,0.4,2.9,19,19,16.9,3.2,5.2,3.2,5.2,0.0,0.0,0.8,1.3,1.8,4.4,6.2,0.8,0.6,1.2,0.9,2.1,7.3,.622,.622,,.622,.640,.633
57,Larry Nance\nancela02,2019-20,27,CLE,NBA,1.5,0.6,3.2,17,3,25.9,4.2,7.8,2.9,4.5,1.3,3.3,1.3,1.8,2.1,5.6,7.6,1.3,1.1,0.4,0.9,1.6,11.1,.541,.649,.393,.624,.710,.641
58,Royce O'Neale\onealro01,2019-20,26,UTA,NBA,1.5,0.6,2.3,19,18,29.2,2.1,4.3,0.9,1.7,1.2,2.5,0.5,0.6,0.1,4.5,4.6,2.6,0.7,0.3,0.9,2.9,5.9,.494,.515,.479,.636,.833,.655
59,Tristan Thompson\thomptr01,2019-20,28,CLE,NBA,1.5,0.7,2.8,18,18,31.5,5.9,11.5,5.8,11.1,0.2,0.4,2.1,3.3,4.1,6.3,10.4,2.3,0.8,1.2,1.6,2.5,14.1,.517,.520,.429,.524,.617,.544
60,Nikola Vučević\vucevni01,2019-20,29,ORL,NBA,1.5,0.7,4.3,14,14,30.8,6.8,15.1,5.6,11.5,1.1,3.6,2.4,2.8,2.9,8.6,11.6,3.5,0.6,1.1,1.4,1.9,17.1,.450,.491,.320,.488,.846,.524
61,Aron Baynes\baynear01,2019-20,33,PHO,NBA,1.4,0.6,6.1,13,12,24.0,5.5,9.7,3.5,5.3,1.9,4.4,1.8,2.6,1.5,4.2,5.7,2.9,0.3,0.7,1.1,3.9,14.7,.563,.667,.439,.663,.706,.677
62,Brandon Clarke\clarkbr01,2019-20,23,MEM,NBA,1.4,0.4,2.7,17,1,21.8,5.4,8.4,4.8,7.2,0.6,1.2,1.1,1.4,1.4,4.8,6.2,1.3,0.5,1.0,1.1,1.7,12.5,.643,.672,.476,.678,.826,.696
63,Rodney Hood\hoodro01,2019-20,27,POR,NBA,1.4,0.4,1.2,18,18,30.4,4.6,8.7,2.8,5.1,1.8,3.6,1.2,1.5,0.5,3.1,3.6,1.6,0.9,0.2,0.9,2.3,12.2,.532,.549,.508,.638,.778,.655
64,Danuel House\houseda01,2019-20,26,HOU,NBA,1.4,0.5,2.7,14,13,29.7,3.9,8.3,1.4,2.5,2.6,5.8,1.9,2.4,1.1,3.4,4.6,1.1,1.3,0.7,0.9,2.0,12.4,.474,.543,.444,.629,.794,.661
65,Brandon Ingram\ingrabr01,2019-20,22,NOP,NBA,1.4,0.5,2.2,15,15,33.6,9.3,19.0,6.9,13.1,2.4,5.9,4.8,5.9,0.9,6.5,7.4,4.0,0.8,1.0,3.0,2.8,25.9,.491,.528,.409,.554,.809,.598
66,Jamal Murray\murraja01,2019-20,22,DEN,NBA,1.4,0.6,2.1,17,17,33.2,7.1,16.2,5.2,10.8,1.9,5.4,2.5,2.8,0.8,3.8,4.5,4.9,1.6,0.4,2.5,2.0,18.5,.436,.481,.348,.495,.896,.532
67,Nerlens Noel\noelne01,2019-20,25,OKC,NBA,1.4,0.6,6.0,17,3,18.6,3.0,4.6,3.0,4.6,0.0,0.0,1.6,2.0,1.2,3.6,4.8,1.5,0.9,1.8,1.2,2.9,7.6,.646,.646,,.646,.794,.686
68,Kelly Oubre\oubreke01,2019-20,24,PHO,NBA,1.4,0.3,0.4,18,18,31.0,6.1,13.2,4.5,8.8,1.6,4.4,3.8,4.7,1.3,4.6,5.9,1.7,1.3,0.6,1.7,3.2,17.5,.460,.513,.354,.519,.812,.574
69,Mitchell Robinson\robinmi01,2019-20,21,NYK,NBA,1.4,0.6,5.2,15,6,20.3,3.5,5.1,3.5,5.1,0.0,0.0,1.9,2.9,2.9,3.4,6.3,0.6,0.6,2.0,0.9,3.5,8.9,.688,.688,,.688,.651,.698
70,James Ennis\ennisja01,2019-20,29,PHI,NBA,1.3,0.3,1.9,20,0,16.7,2.6,4.9,1.7,2.8,0.9,2.1,1.4,1.8,1.3,2.2,3.5,0.8,0.5,0.3,0.7,1.9,7.5,.536,.607,.439,.629,.771,.663
71,Danny Green\greenda02,2019-20,32,LAL,NBA,1.3,0.5,2.2,19,19,25.3,3.1,6.8,1.2,2.1,1.9,4.7,0.4,0.6,0.7,2.7,3.4,1.2,1.3,0.5,1.1,2.5,8.6,.457,.564,.411,.601,.727,.609
72,Justin Holiday\holidju01,2019-20,30,IND,NBA,1.3,0.5,2.4,19,2,25.1,2.6,6.4,1.1,2.4,1.5,4.1,1.0,1.2,0.4,3.4,3.8,1.7,1.1,0.7,0.6,1.8,7.6,.402,.467,.364,.516,.826,.549
73,Kevin Love\loveke01,2019-20,31,CLE,NBA,1.3,0.5,1.6,16,16,31.6,5.2,11.6,2.9,5.4,2.3,6.2,4.6,5.3,1.0,10.1,11.1,2.9,0.7,0.4,2.9,1.6,17.3,.446,.540,.364,.543,.881,.619
74,Kyle Lowry\lowryky01,2019-20,33,TOR,NBA,1.3,0.4,4.1,8,8,36.1,6.8,14.1,3.1,5.6,3.6,8.5,4.6,5.3,0.3,4.0,4.3,6.5,1.1,0.4,3.4,2.9,21.8,.478,.556,.426,.606,.881,.662
75,Kelly Olynyk\olynyke01,2019-20,28,MIA,NBA,1.3,0.4,2.1,18,0,23.7,3.2,6.7,1.4,2.8,1.7,3.9,1.2,1.3,1.0,4.4,5.4,1.6,1.1,0.4,1.5,2.7,9.2,.471,.510,.443,.599,.875,.631
76,Andrew Wiggins\wiggian01,2019-20,24,MIN,NBA,1.3,0.3,0.6,15,15,34.9,9.7,20.7,7.3,14.1,2.3,6.6,3.6,5.3,1.2,4.2,5.4,3.3,0.7,1.1,1.8,2.4,25.3,.468,.521,.354,.524,.684,.550
77,Delon Wright\wrighde01,2019-20,27,DAL,NBA,1.3,0.4,2.2,18,2,21.8,2.9,5.9,2.4,4.4,0.5,1.6,1.4,1.8,0.8,2.7,3.5,3.1,1.1,0.3,0.8,1.2,7.7,.486,.544,.321,.528,.813,.574
78,Terence Davis\daviste02,2019-20,22,TOR,NBA,1.2,0.4,3.8,18,0,15.5,2.4,5.0,1.3,2.3,1.2,2.7,0.6,0.6,0.6,2.4,3.0,2.0,0.4,0.2,0.6,2.1,6.7,.489,.561,.429,.606,1.000,.633
79,Joe Harris\harrijo01,2019-20,28,BRK,NBA,1.2,0.3,0.1,19,19,31.9,5.3,11.2,2.6,4.8,2.7,6.3,0.7,0.9,0.9,3.1,3.9,1.8,0.8,0.4,1.4,2.7,14.1,.476,.533,.433,.599,.722,.607
80,Ersan İlyasova\ilyaser01,2019-20,32,MIL,NBA,1.2,0.2,0.9,18,0,16.2,2.4,5.0,1.7,2.4,0.8,2.6,1.2,1.4,1.2,3.4,4.6,0.6,0.4,0.3,0.3,1.7,6.8,.489,.682,.304,.567,.840,.609
81,Khris Middleton\middlkh01,2019-20,28,MIL,NBA,1.2,0.2,0.4,13,10,28.2,6.3,13.5,4.4,8.2,1.9,5.3,3.0,3.4,0.8,4.4,5.2,3.1,0.8,0.1,2.0,2.6,17.5,.466,.533,.362,.537,.886,.584
82,Norman Powell\powelno01,2019-20,26,TOR,NBA,1.2,0.3,0.1,18,10,27.9,4.6,9.9,2.8,5.2,1.7,4.7,1.9,2.2,0.5,3.3,3.8,1.6,0.7,0.4,1.5,1.8,12.7,.461,.543,.369,.548,.850,.585
83,Josh Richardson\richajo01,2019-20,26,PHI,NBA,1.2,0.3,0.3,16,16,32.0,5.8,12.8,3.8,7.6,2.0,5.2,2.5,3.1,0.6,2.8,3.4,3.6,1.1,0.6,2.3,2.9,16.1,.456,.504,.386,.534,.800,.571
84,Duncan Robinson\robindu01,2019-20,25,MIA,NBA,1.2,0.3,0.9,18,13,24.8,3.6,7.9,0.9,1.4,2.7,6.5,0.8,0.8,0.1,2.3,2.4,0.8,0.7,0.4,0.8,2.4,10.7,.458,.640,.419,.630,.933,.649
85,Tomáš Satoranský\satorto01,2019-20,28,CHI,NBA,1.2,0.3,0.1,20,20,26.3,3.5,7.6,2.2,4.5,1.4,3.1,1.0,1.2,0.9,2.5,3.4,5.3,1.5,0.2,2.1,2.2,9.4,.464,.478,.443,.553,.870,.580
86,Brad Wanamaker\wanambr01,2019-20,30,BOS,NBA,1.2,0.2,1.0,18,0,17.3,2.4,4.9,1.9,3.7,0.5,1.2,2.1,2.3,0.4,1.8,2.2,2.8,0.7,0.2,1.2,1.8,7.4,.500,.530,.409,.551,.902,.632
87,Steven Adams\adamsst01,2019-20,26,OKC,NBA,1.1,0.4,2.2,15,15,26.1,4.2,7.4,4.2,7.4,0.0,0.0,0.9,2.3,2.7,6.2,8.9,2.9,0.5,0.9,1.4,1.8,9.3,.568,.568,,.568,.400,.554
88,Dāvis Bertāns\bertada01,2019-20,27,WAS,NBA,1.1,0.4,1.7,17,0,27.5,4.2,9.4,0.9,1.9,3.3,7.5,1.1,1.2,0.7,3.8,4.5,1.8,0.5,0.5,0.7,2.6,12.8,.450,.485,.441,.625,.857,.644
89,Nemanja Bjelica\bjeline01,2019-20,31,SAC,NBA,1.1,0.5,2.6,18,17,26.0,3.9,8.4,2.2,4.4,1.7,4.0,0.7,0.7,1.9,4.7,6.7,2.5,0.9,0.4,1.7,2.9,10.1,.464,.506,.417,.563,.923,.581
90,Robert Covington\covinro01,2019-20,29,MIN,NBA,1.1,0.3,1.0,17,17,27.1,4.1,9.2,2.2,3.7,1.9,5.5,2.1,2.4,0.8,4.8,5.5,1.2,1.4,1.0,1.6,2.8,12.1,.442,.587,.344,.545,.875,.590
91,Gordon Hayward\haywago01,2019-20,29,BOS,NBA,1.1,0.4,3.8,8,8,31.1,7.6,13.8,6.0,10.0,1.6,3.8,2.0,2.4,0.8,6.4,7.1,4.1,0.8,0.3,1.9,1.9,18.9,.555,.600,.433,.614,.842,.638
92,Rondae Hollis-Jefferson\holliro01,2019-20,25,TOR,NBA,1.1,0.3,3.2,11,0,22.4,3.8,6.7,3.8,6.5,0.0,0.2,2.0,2.7,2.9,3.4,6.3,1.7,0.8,0.3,1.3,2.1,9.6,.568,.583,.000,.568,.733,.608
93,Jabari Parker\parkeja01,2019-20,24,ATL,NBA,1.1,0.4,1.0,20,15,28.0,6.9,13.5,5.8,9.5,1.1,4.0,2.0,2.7,2.0,4.6,6.6,2.1,1.6,0.5,1.9,3.4,16.8,.509,.605,.278,.550,.722,.572
94,Ricky Rubio\rubiori01,2019-20,29,PHO,NBA,1.1,0.3,1.0,13,13,30.6,4.5,11.2,3.2,7.7,1.3,3.5,3.2,3.8,0.5,4.5,5.1,7.8,1.2,0.0,2.0,3.0,13.5,.407,.420,.378,.466,.837,.528
95,Daniel Theis\theisda01,2019-20,27,BOS,NBA,1.1,0.3,2.1,15,14,21.9,2.7,5.6,2.5,4.7,0.1,0.9,1.3,1.8,1.8,5.3,7.1,1.2,0.5,1.5,0.7,3.2,6.7,.476,.535,.154,.488,.704,.527
96,PJ Washington\washipj01,2019-20,21,CHO,NBA,1.1,0.3,0.0,21,21,28.0,4.5,9.0,3.1,6.0,1.4,3.0,1.5,2.2,0.9,4.2,5.1,1.6,1.2,0.8,1.2,2.7,11.8,.497,.520,.453,.574,.674,.593
97,Robert Williams\williro04,2019-20,22,BOS,NBA,1.1,0.5,7.4,16,1,14.4,1.9,2.6,1.9,2.6,0.0,0.0,0.4,0.7,1.1,3.4,4.5,1.3,1.0,1.1,0.9,1.8,4.3,.738,.738,,.738,.545,.726
98,Bogdan Bogdanović\bogdabo01,2019-20,27,SAC,NBA,1.0,0.4,1.5,17,0,27.8,5.2,12.9,2.4,5.6,2.8,7.4,1.7,2.4,0.2,2.5,2.8,4.8,1.5,0.1,1.8,1.9,15.0,.405,.432,.384,.514,.725,.537
99,Chris Boucher\bouchch01,2019-20,27,TOR,NBA,1.0,0.3,4.1,16,0,13.4,2.3,5.0,1.8,3.3,0.5,1.7,1.3,1.8,2.3,2.6,4.9,0.6,0.4,0.9,0.4,1.6,6.3,.450,.528,.296,.500,.690,.539
100,Jordan Clarkson\clarkjo01,2019-20,27,CLE,NBA,1.0,0.2,0.0,19,0,22.5,4.6,10.9,2.8,6.1,1.7,4.9,3.3,3.7,0.6,1.7,2.3,2.5,0.6,0.3,1.3,1.2,14.2,.418,.470,.355,.498,.886,.563
